image_id	region_id	caption	scene_graph
1592998	5405325	set of two lights on silver pole in kitchen	( lights , on , pole ) , ( lights , is , 2 ) , ( pole , in , kitchen ) , ( pole , is , silver )
2358998	2716110	small black cars on the side of the road	( cars , is , black ) , ( cars , is , small ) , ( cars , on side of , road )
2337688	5749345	a scene at a baseball field	( scene , at , baseball field )
2358576	2736315	window on the back of the school bus	( window , on back of , school bus )
2363602	2495646	the plane is on the runway .	( plane , on , runway )
2361417	2600318	blue bird 's feet wrapped about branch	( bird , is , blue ) , ( feet , p:wrap , around , branch ) , ( bird , have , feet )
2319405	4406118	an advertisement with a logo is on the building	( advertisement , on , building ) , ( advertisement , with , logo )
2358760	2727386	camera sitting on desk	( camera , sit , on , desk )
2334580	3726956	the fingers of a man	( man , have , fingers ) , ( fingers , is , 5 )
2409724	232307	metal structure supporting signs	( structure , is , metal ) , ( structure , support , signs )
2391048	1185645	two slices of pizza	( pizza , is , 2 ) , ( pizza , is , slice )
2414418	468782	an ox laying on dirt	( ox , lay , on , dirt )
2397755	863553	palm trees across street	( palm trees , across , street )
2330606	4071144	beige car sitting in street	( car , is , beige ) , ( car , sit , in , street )
2379261	1551793	large green trees behind man	( trees , is , large ) , ( trees , behind , man ) , ( trees , is , green )
2416722	4870656	two people walking in crosswalk through the rain	( people , walk , through , rain ) , ( people , is , 2 ) , ( people , walk , in , crosswalk )
2396685	915091	glass sitting on a coaster	( glass , sit , on , coaster )
2409643	236314	a woman with a red umbrella .	( woman , with , umbrella ) , ( umbrella , is , red )
2371346	2126372	carts for handling food	( carts , handle , food )
2351594	3069218	sparse dry grasses alongside airplane runway	( grasses , is , sparse ) , ( grasses , alongside , airplane runway ) , ( grasses , is , dry )
2331440	5840465	the plate is on a beige table cloth	( plate , is , beige ) , ( plate , on , table cloth )
2375015	1753699	the cat is lying on a sofa	( cat , lay , on , sofa )
2365398	2410184	the smoke in the air	( smoke , in , air )
2357055	2808369	the player is swinging the tennis racket	( player , swing , tennis racket )
2317256	4509996	a guy has black hair	( person , have , hair ) , ( hair , is , black )
2404579	539501	a fence bordering the zebra pen	( fence , border , zebra pen )
498202	5233389	people are holding umbrella in hand .	( people , hold , umbrella )
2397613	870350	man is holding his hands	( man , hold , hands )
2374909	1758826	bouquet of flowers sitting in sink .	( flowers , sit , in , sink )
2332458	3982233	dog is wearing a costume	( dog , wear , costume )
2400620	725932	rocks are in between the tracks	( rocks , between , tracks )
2342026	3525242	blue and white china	( china , is , white ) , ( china , is , blue )
2386600	1799432	the frisbee is in front of the dog	( frisbee , in front of , dog )
2349978	3146084	short mane on back of giraffe 's neck	( mane , on back of , neck ) , ( giraffe , have , neck ) , ( mane , is , short )
2348505	3216911	building next to the road	( building , next to , road )
2370369	2172811	a post with a clock on it	( clock , on , post )
2349899	3149872	photograph of cookies cooking in oven	( cookies , in , oven )
2401529	682640	a man wearing a striped shirt	( shirt , is , striped ) , ( man , wear , shirt )
2396053	945134	the boy is wearing a white shirt .	( shirt , is , white ) , ( boy , wear , shirt )
2415166	34272	partially loaded moving van	( van , is , loaded ) , ( van , is , moving )
2397687	866777	a zebra walking with its head down	( head , is , down ) , ( zebra , have , head ) , ( zebra , is , walking )
2319059	4422817	two people repairing surfboards .	( people , is , 2 ) , ( people , fix , surfboards )
2389102	1279528	man and girl flying a kite	( man , next to , girl ) , ( girl , fly , kite ) , ( man , fly , kite )
2412328	158135	wood post attached to wire fence .	( fence , p:make , of , wire ) , ( post , p:attach , to , fence ) , ( post , is , wooden )
1105	4984083	wall mounted shelf with collection of toys on it	( toys , on , shelf ) , ( shelf , p:mount , on , wall )
2341077	3570982	books pictured on the side of the truck	( books , on side of , truck )
4977	5177663	people walking on a sidewalk	( people , walk , on , sidewalk )
2366422	2361557	black and tan dog running with orange frisbee	( dog , is , tan ) , ( frisbee , is , orange ) , ( dog , run , with , frisbee ) , ( dog , is , black )
2388283	1318628	the girl has on very tight jeans	( girl , have , on , jeans ) , ( jeans , is , tight )
2321403	4712666	table with post it stickers on it	( stickers , on , table )
2363245	2512797	two males in a bathroom	( males , is , 2 ) , ( males , in , bathroom )
2340186	3813786	a man is skiing in the snow	( man , ski , in , snow )
2372566	2067986	a baseball player throwing a ball	( baseball player , throw , ball )
2380944	1472037	boat on wheels at the dock .	( boat , on , wheels ) , ( boat , at , dock )
2357980	2764868	a tennis player hits a ball	( tennis player , hit , ball )
2336925	3615188	a nightstand with two drawers	( nightstand , with , drawers ) , ( drawers , is , 2 )
2362828	2532864	white fluffy clouds low in the sky	( clouds , is , white ) , ( clouds , is , fluffy ) , ( clouds , fly , in , sky )
2404104	562351	the people are flying the kites	( people , fly , kites )
2325922	4294677	a young boy holding a lamb back	( young boy , hold , in back of , lamb )
2340984	3575467	man sitting at dining table	( man , sit , at , dining table )
2348931	3196457	empty benches in the bleachers	( benches , in , bleachers ) , ( benches , is , empty )
2373618	2017357	white plate sitting on the table	( plate , is , white ) , ( plate , sit , on , table )
2415119	36550	white chair beside white table	( chair , beside , table ) , ( chair , is , white ) , ( table , is , white )
2406115	405097	the bus has tinted windows	( bus , have , windows ) , ( windows , is , tinted )
1592989	5404828	person with a pink jacket	( jacket , is , pink ) , ( person , have , jacket )
2398992	803986	multi colored umbrella sitting on ground .	( umbrella , is , multi-colored ) , ( umbrella , sit , on , ground )
2395108	991464	water leaking from a fire hydrant .	( water , spill , from , fire hydrant )
2367588	2305399	cat has short gray hair	( hair , is , short ) , ( hair , is , gray ) , ( cat , have , hair )
2338847	3877419	roof of car is black .	( roof , is , black ) , ( car , have , roof )
2413127	119503	man wearing a blue wet suit	( man , wear , wetsuit ) , ( wetsuit , is , blue )
2359871	2674237	the bird is sitting in the tree	( bird , sit , in , tree )
2328366	4177343	cabinets in a kitchen	( cabinets , in , kitchen )
2383889	1927926	kitchen with light brown wood cabinets	( cabinets , is , light brown ) , ( kitchen , with , cabinets ) , ( cabinets , is , wooden )
2372467	2072841	man standing on other side of station	( man , stand , on far side of , station )
2922	5074925	this is a garage	( garage )
2346340	3320256	he wants to give this lady her cake	( lady , have , cake ) , ( man , provide , cake )
2383246	1958970	bench is in the middle of the grass .	( bench , on middle of , grass )
2396623	918011	the boy is walking his dog .	( boy , walk , dog )
2366012	2381112	the sidewalk next to the road	( sidewalk , next to , road )
2382696	1388720	person surfing in the ocean	( person , surf , in , ocean )
2408677	282620	clouds touching mountains	( clouds , touch , mountains )
2321823	4692642	a pair of adult geese with their young	( geese , is , adult ) , ( geese:1 , is , young ) , ( geese , with , geese:1 )
2351999	3050076	white line marking field .	( line , mark , field ) , ( line , is , white )
2399359	786687	fence is wood	( fence , is , wooden )
2409145	260212	person walking in the rain	( person , walk , in , rain )
2337308	3950900	umbrellas with people 's faces	( faces , on , umbrellas )
2367011	2333249	top of the wave the person is surfing on	( person , surf , on top of , wave )
2366649	2350910	car driving down street	( car , drive , down , street )
2326623	4261136	a couch by the window	( couch , by , window )
2322780	4644651	cars of train are red	( cars , is , red ) , ( train , have , cars )
2369781	2201024	planes flying in the sky	( planes , fly , in , sky )
2343554	3452554	a heart on a stick .	( heart , on , stick )
2344467	3409188	the sculptures are on water	( sculptures , on , water )
2411473	489508	vehicle riding behind orange and white bus	( vehicle , ride , behind , bus ) , ( bus , is , white ) , ( bus , is , orange )
2329762	5868882	wood medicine cabinet with mirror	( medicine cabinet , is , wooden ) , ( medicine cabinet , with , mirror )
2408998	267439	paint on wall is peeling	( paint , is , peeling ) , ( paint , on , wall )
2316399	4550612	wood door with many papers hanging on it	( papers , hang , on , wood door )
2396039	945780	many signs yellow , white and black	( signs , is , black ) , ( signs , is , yellow ) , ( signs , is , white )
2363697	2491093	the cream in the pastry in the middle on the right.	( cream , is , on the right ) , ( cream , is , in the middle ) , ( cream , in , pastry )
2344720	3397493	a bridge over the highway .	( bridge , over , highway )
2413182	116736	stone makes up the ground	( stone , make , up , ground )
1159672	6018603	towel in the dark bathroom	( bathroom , is , dark ) , ( towel , in , bathroom )
2389433	1263688	an airport scene	( airport )
2398373	833687	a black suit coat on a man	( suit coat , is , black ) , ( suit coat , on , man )
2406082	406581	man riding a skateboard	( man , ride , skateboard )
2395979	948544	sign is in the grass	( sign , in , grass )
2394531	1019033	a man wearing black shorts	( man , wear , shorts ) , ( shorts , is , black )
2400181	747102	two train side windows	( windows , on side of , train ) , ( windows , is , 2 )
2409349	250382	the tower has a clock on it	( clock , on , tower )
2336695	5763035	water is underneath bridge	( water , under , bridge )
2390963	1189874	three vehicles parked outside the window	( vehicles , is , 3 ) , ( vehicles , p:park , outside , window )
846	4971091	garbage can inside a park	( garbage can , inside , park )
2354862	2913159	the bike is parked	( bike , is , parked )
2342132	3520447	a man is jumping in the air	( man , jump , in , air )
2371584	2115000	a tree in front of the zebra	( tree , in front of , zebra )
2397920	855579	a white pole on the train	( pole , on , train ) , ( pole , is , white )
2377461	1637437	the focused eyes of a cat	( cat , have , eyes ) , ( eyes , is , 2 ) , ( eyes , is , focused )
2370578	2162784	green grass under sheep	( grass , is , green ) , ( grass , under , sheep )
2402685	630012	chair facing the water	( chair , face , water )
2383292	1956763	man serving the ball	( man , serve , ball )
2331025	4051018	dog catching frisbee in midair	( dog , catch , frisbee )
2414603	59862	horse racing in afield	( horse , run , in , field )
2410693	185942	tennis players holding their rackets .	( tennis players , hold , rackets )
2323942	4589154	arm of the bench	( bench , have , arm )
2317647	4490986	jeans worn by young man	( man , wear , jeans ) , ( man , is , young )
2358747	2728023	a little cabinet next to the bed	( cabinet , next to , bed ) , ( cabinet , is , little )
2357569	2784266	metal fence behind the basket	( fence , is , metal ) , ( fence , behind , basket )
2358251	2751998	a boy kicking a ball	( boy , kick , ball )
2351093	3092910	thin layer of water meeting the sand	( water , side by side with , sand )
1187	5532572	a microwave under the kitchen counter	( microwave , under , kitchen counter )
2337077	3608133	round bush growing in yard	( bush , is , round ) , ( bush , grow , in , yard )
2353704	2968438	group of tree branches	( tree , have , branches ) , ( branches , is , group of )
2336000	5771769	man wearing green shirt	( shirt , is , green ) , ( man , wear , shirt )
2397341	883198	lady holding baby	( lady , hold , baby )
2356905	2815410	horns on animal 's head .	( horns , on , head ) , ( animal , have , head )
2408152	307744	train consisting of two cars	( cars , is , 2 ) , ( train , consist , cars )
2361661	2588631	a white cap on head	( cap , on , head ) , ( cap , is , white )
2378456	1590132	white fridge with two doors	( doors , is , 2 ) , ( fridge , is , white ) , ( fridge , with , doors )
2381721	1435267	white spots on cow	( spots , on , cow ) , ( spots , is , white )
2361524	2595139	surfer on white surfboard	( surfboard , is , white ) , ( surfer , on , surfboard )
2339933	3825534	the head of a person surfing	( person , have , head ) , ( person , is , surfing )
2320046	4375540	person standing on snow	( person , stand , on , snow )
2330665	5853876	blue sky full of kites	( sky , have , kites ) , ( sky , is , blue )
2368660	2253919	yellow cupcake with green icing	( icing , is , green ) , ( cupcake , is , yellow ) , ( cupcake , with , icing )
2408174	306675	train parked in front of brick building	( building , is , brick ) , ( train , p:park , in front of , building )
2369255	2226081	the woman is wearing a headband .	( woman , wear , headband )
2336893	3616749	another clock to the side of the tower	( clock , on side of , tower )
2328	5045218	dark gray suv on the street	( suv , is , dark gray ) , ( suv , on , street )
2407380	344608	person standing by the water .	( person , stand , by , water )
2379992	1517521	person wearing red coat	( coat , is , red ) , ( person , wear , coat )
2337319	3950340	a man standing beside of bus	( man , stand , beside , bus )
2333021	3801455	person is wearing white kettle .	( person , pour , kettle ) , ( kettle , is , white )
2366780	2344481	deck at side of artificial wave pool	( deck , on side of , wave pool ) , ( wave pool , is , artificial )
2346033	3334955	a golden bun around a hot dog	( bun , around , hot dog ) , ( bun , is , golden )
2377164	1651436	pen of elephant has big rocks	( rocks , is , big ) , ( pen , have , rocks ) , ( elephant , have , pen )
2321987	4684739	large closet with white shelves	( closet , is , large ) , ( closet , with , shelves ) , ( shelves , is , white )
2364070	2473214	curtain covering the door windows .	( curtain , cover , windows ) , ( windows , on , door )
2395933	950742	mug on the edge of table	( mug , on edge of , table )
2353016	3001092	person leaning on the fence .	( person , lean , on , fence )
2323549	4607807	a grizzly bear on a rock	( bear , on , rock ) , ( bear , is , grizzly )
2315518	4794604	a keyboard on table	( keyboard , on , table )
2332983	3803257	man has red cap	( man , have , cap ) , ( cap , is , red )
2358600	2735141	car going down the road	( car , go , down , road )
713836	5708892	a young man riding a skateboard	( man , ride , skateboard ) , ( man , is , young )
2319412	4405787	yellow apple sitting on the table	( apple , is , yellow ) , ( apple , sit , on , table )
2373687	2013907	man sitting at a dining table	( man , sit , at , dining table )
2412938	128700	the shirt 's logo has bird on it	( bird , on , logo ) , ( logo , on , shirt )
2328221	4184279	woman 's hair pulled back	( hair , is , pulled back ) , ( woman , have , hair )
2391738	1152468	elephant standing on man	( elephant , stand , on , man )
2396995	899846	a shadow underneath the zebra .	( shadow , under , zebra )
2406590	382214	the ground has snow on it	( snow , on , ground )
2351215	3087254	woman standing at the table	( woman , stand , at , table )
2405417	438332	black and white cat looking in a mirror	( cat , is , black ) , ( cat , look , in , mirror ) , ( cat , is , white )
2353732	2967070	white cord of mouse	( cord , is , white ) , ( mouse , have , cord )
2406389	391587	the banana has a sticker on it .	( sticker , on , banana )
2383519	1945776	the train is traveling through the mountains	( train , travel , through , mountains )
2402347	645842	nose of a person bending down to the right of a person in a yellow shirt.	( person , have , nose ) , ( nose , is , bending ) , ( shirt , is , yellow ) , ( person:1 , wear , shirt ) , ( person , on the right side of , person:1 )
2373920	2002514	a plant is under the table .	( plant , under , table )
2329524	4122529	a man sitting at a table	( man , sit , at , table )
2315934	5454627	folding table against the wall	( table , against , wall ) , ( table , is , folding )
2360223	2657328	chair by the window	( chair , by , window )
2340112	3817286	a pink decoration hanging on a wall	( decoration , hang , on , wall ) , ( decoration , is , pink )
2392537	1114456	a grey , carpeted floor	( floor , is , carpeted ) , ( floor , is , grey )
2378341	1595538	girl with black sweatshirt is playing tennis	( girl , play , with , sweatshirt ) , ( sweatshirt , play , tennis ) , ( sweatshirt , is , black )
2387135	1773470	word frontier written on plane	( word , p:write , on , plane )
2337030	3610357	an airplane is at the airport	( airplane , at , airport )
2334812	3715678	potted plant in planter	( plant , in , planter ) , ( plant , is , potted )
2332990	5813951	white clouds in the blue sky	( clouds , in , sky ) , ( clouds , is , white ) , ( sky , is , blue )
2389349	1267756	a bolt holding a sign to a pole	( sign , on , pole ) , ( bolt , hold , sign )
2387712	1345764	7 chairs at the table	( chairs , at , table )
2336345	3642784	a car beside the bus	( car , beside , bus )
2342091	3522337	black glove attached to metal pole	( pole , is , metal ) , ( glove , p:attach , to , pole ) , ( glove , is , black )
2411287	498356	sink sitting on multicolored counter	( sink , sit , on , counter ) , ( counter , is , multi-colored )
2388475	1309611	there appears to be a hole in the centre of this donut but it seems made by twisting, not in the normal way	( hole , is , twisting ) , ( hole , in center of , donut )
2411071	508565	three people enjoying themselves on the beach	( people , is , 3 ) , ( people , on , beach ) , ( people , enjoy , people )
2403030	613411	man in front of bus	( man , in front of , bus )
2405640	427661	rocky hill covered in snow	( snow , cover , hill ) , ( hill , is , rocky )
2414399	469422	a tree in the yard	( tree , in , yard )
2411900	178390	fence on right of road	( fence , on the right side of , road )
2392924	1095627	the man is wearing a blue shirt	( shirt , is , blue ) , ( man , wear , shirt )
2383615	1941189	bmw emblem on motorbike	( emblem , on , motorbike ) , ( emblem , is , bmw )
2353911	2958583	branches hanging down on tree	( branches , hang , down , tree )
2383126	1368058	food processor with vegetables	( food processor , with , vegetables )
2412224	163235	rock wall surrounds all three ponds .	( wall , is , rock ) , ( wall , surround , ponds ) , ( ponds , is , 3 )
2380464	1494999	stick coming out of the ground .	( stick , come , out of , ground )
382	4947914	two storage crates sitting on file cabinet .	( crates , is , 2 ) , ( crates , is , storage ) , ( crates , sit , on , file cabinet )
2411770	184257	person holding wii controllers .	( controllers , is , wii ) , ( person , hold , controllers )
2359352	2699093	the binder is on the desk	( binder , on , desk )
2329925	4103297	a laptop computer on a table	( computer , on , table ) , ( computer , is , laptop )
2374275	1985406	girl laying on orange comforter	( comforter , is , orange ) , ( girl , lay , on , comforter )
2403850	574408	a person wearing a white trousers	( trousers , is , white ) , ( person , wear , trousers )
2379255	1552056	a plate kept on a table	( plate , on , table )
2408340	298822	two people sitting together .	( people , sit , close to , people:1 )
2371050	2140253	tail of aircraft is painted red	( tail , at rear of , aircraft ) , ( tail , is , red )
2324084	4582527	a white lamp hanging from the ceiling	( lamp , is , white ) , ( lamp , hang , from , ceiling )
2397020	898640	a young girl in front of a laptop	( girl , is , young ) , ( laptop , in front of , girl )
1159377	6009417	round clock on tower	( clock , is , round ) , ( clock , on , tower )
2321846	4691556	man running in grass	( man , run , in , grass )
2384645	1892064	divider attached to wall	( divider , p:attach , to , wall )
2381518	1444933	a small child wearing black gloves	( child , is , small ) , ( gloves , is , black ) , ( child , wear , gloves )
2383130	1367861	a green grass inside a pen	( grass , inside , pen ) , ( grass , is , green )
2362147	2565386	a man with long hair	( hair , is , long ) , ( man , have , hair )
2392580	1112420	man wears striped red shirt	( shirt , is , striped ) , ( shirt , is , red ) , ( man , wear , shirt )
2363554	2497968	girl holding a pole	( girl , hold , pole )
2341145	3567683	cat lying on a quilt	( cat , lay , on , quilt )
2325370	4320905	the fence is in front of the car	( fence , in front of , car )
2357769	2774831	dark tent set up in the dirt .	( tent , is , dark ) , ( tent , set , in , dirt )
2396990	900120	a woman wearing pink leggings .	( woman , wear , leggings ) , ( leggings , is , pink )
4277	5142640	four wine bottles on shelves	( wine bottles , on , shelves ) , ( wine bottles , is , 4 )
2352074	3046395	woman working on counter in kitchen	( counter , in , kitchen ) , ( woman , work , on , counter )
2361573	2592788	a lot of people shopping in mall	( people , shop , in , mall )
2411539	486391	propeller on side of plane	( propeller , on side of , plane )
2385569	1847921	red wooden bench by fence .	( bench , is , red ) , ( bench , is , wooden ) , ( bench , by , fence )
2316376	4551669	man bending over in bright patterned surf shorts	( man , wear , shorts ) , ( shorts , is , surf ) , ( man , is , bending ) , ( shorts , is , bright patterned )
2408457	293152	school bus parked on side of street .	( school bus , p:park , on side of , street )
2381943	1424898	intersection with traffic lights	( intersection , with , traffic lights )
2340506	3598312	a man with a snowboard	( man , with , snowboard )
2401108	702561	woman holding large umbrella	( woman , hold , umbrella ) , ( umbrella , is , large )
2415823	4827762	wooden pier near boat	( pier , near , boat ) , ( pier , is , wooden )
2359209	2705923	sink against the wall	( sink , against , wall )
2362139	2565752	black and white tiles on the wall	( tiles , is , black ) , ( tiles , on , wall ) , ( tiles , is , white )
285736	5200626	white toilet in bathroom .	( toilet , in , bathroom ) , ( toilet , is , white )
2373984	1999464	a man in a yellow hat	( man , wear , hat ) , ( hat , is , yellow )
2318294	4459662	green hill beside water	( hill , beside , water ) , ( hill , is , green )
2339061	3867091	a pizza is sitting on a table .	( pizza , sit , on , table )
2416473	5490551	person wearing a jacket	( person , wear , jacket )
2315953	5454146	hanger is on the blanket	( hanger , on , blanket )
2349560	3166034	bowl filled with oranges	( bowl , p:fill , with , oranges )
2390258	1224054	airplane parked near airport .	( airplane , p:park , near , airport )
2384549	1896722	waters boats are in	( boats , in , waters )
2328030	5893768	a person holding a cell phone	( person , hold , cellphone )
2319384	4407118	the woman is holding a laptop .	( woman , hold , laptop )
2393198	1082647	the log the birds standing on	( birds , stand , on , log )
2368572	2258092	plant inside elephant planter	( elephant , is , planter ) , ( plant , inside , elephant )
2407179	354145	food on the top of the counter	( food , on top of , counter )
2403815	576034	woman with two boys	( boys , is , 2 ) , ( woman , with , boys )
2339576	3842476	some green grass at the sidewalk	( grass , is , green ) , ( grass , on curb of , sidewalk )
2371950	2097904	trees along the roadside .	( trees , along , roadside )
2408699	281504	the tennis player getting ready to hit the ball	( tennis player , is , ready ) , ( tennis player , hit , ball )
2384761	1886524	two ducks sitting in grass	( ducks , sit , in , grass ) , ( ducks , is , 2 )
2405896	415650	a plate of wet looking bread	( bread , is , wet ) , ( bread , on , plate )
2379076	1560691	several palm trees are in the back .	( palm trees , in , back )
2393274	1078989	tiled floor in bathroom	( floor , in , bathroom ) , ( tile , on , floor )
2410443	197825	baseball pants with dirt on them	( baseball pants , with , dirt )
2397291	885622	giraffes head	( giraffes , have , head )
2363825	2484975	wearing a tee shirt and pants	( t-shirt , alongside , pants )
2354090	2950061	orange towel hanging above the toilet	( towel , hang , above , toilet ) , ( towel , is , orange )
2392048	1137652	man wears a blue and white apron	( apron , is , blue ) , ( man , wear , apron ) , ( apron , is , white )
2385616	1845737	guy standing near grass	( person , stand , near , grass )
2361560	2593410	little boy with his arms off the ground	( boy , is , little ) , ( arms , above , ground ) , ( boy , have , arms )
2337489	3942186	a man holding a plate	( man , hold , plate )
2336760	3623033	people on the deck	( people , on , deck )
2377947	1614432	an under the cabinet microwave	( microwave , under , cabinet )
2360688	2635363	man wearing dark vest	( vest , is , dark ) , ( man , wear , vest )
2396688	914949	people playing a game of frisbee	( people , play , frisbee )
2363965	2478213	man wearing white and red socks	( socks , is , white ) , ( man , wear , socks ) , ( socks , is , red )
2393805	1053568	a woman sitting on a chair with her leg up	( leg , on , chair ) , ( woman , sit , on , chair ) , ( chair , is , 2 ) , ( woman , have , leg )
2315437	4798379	words on mag say bonus	( words , on , magazine ) , ( words , text , bonus )
2406269	397547	round table surrounded by chairs .	( chairs , surround , table ) , ( table , is , round )
2333565	3775542	blue sky with a hint of orange	( sky , is , orange ) , ( sky , is , blue )
2408466	292712	white empty sink attached to wall	( sink , is , empty ) , ( sink , is , white ) , ( sink , p:attach , to , wall )
2404853	465476	tufts of vegetation are growing on the ridge	( vegetation , grow , on , ridge ) , ( vegetation , is , tufts )
507	4954136	black book on top of table	( book , on top of , table ) , ( book , is , black )
2318058	4470842	a box in the cup board	( box , in , cup board )
2317911	4478146	smooth dark gray feathers over wing	( feathers , is , smooth ) , ( feathers , over , wing ) , ( feathers , is , dark gray )
2387170	1771788	two giraffes in a zoo	( giraffes , is , 2 ) , ( giraffes , in , zoo )
2318635	4443143	a plastic string on the ground by the meter .	( string , is , plastic ) , ( string , on , ground ) , ( string , by , meter )
2406066	407416	plane flying in the blue sky .	( plane , fly , in , sky ) , ( sky , is , blue )
2356747	2822978	arm of the man	( man , have , arm )
2319337	4409434	a cat that is inside	( cat , is , inside )
4057	5131672	auditorium filled with people	( auditorium , p:fill , with , people )
285706	5199105	luggage sitting on ground .	( luggage , sit , on , ground )
2382142	1415331	both women holding white game controllers	( women , hold , game controllers ) , ( women , is , 2 ) , ( game controllers , is , white ) , ( game controllers , is , 2 )
2385176	1866531	a bench made of tree sticks	( bench , p:make , of , sticks ) , ( tree , have , sticks )
2326734	4255736	lifted lid of the toilet bowl	( lid , is , lifted ) , ( toilet bowl , have , lid )
2350505	3121203	white and black color wires kept in the table	( wires , is , white ) , ( wires , is , black ) , ( wires , on , table )
30	5581	there is a light on in the photo	( light , is , on )
2336192	3650084	leaves from a tree	( leaves , from , tree )
2348987	3193799	long mirror hanging on a wall	( mirror , is , long ) , ( mirror , hang , on , wall )
2084	5033017	one small house situated between two larger houses	( house , is , small ) , ( houses , is , larger ) , ( house , between , houses ) , ( houses , is , 2 )
2354726	2919800	the man is talking to the driver	( man , talk , to , driver )
2325754	4302786	cup and saucer near a laptop	( cup , near , laptop ) , ( saucer , near , laptop )
2376240	1695487	the trees along the sidewalk	( trees , along , sidewalk )
2340170	3814604	a tree covered mountain .	( tree , cover , mountain )
2386905	1784581	sleveless red shirt with white flower decoration	( flower , is , decoration ) , ( flower , is , white ) , ( shirt , with , flower ) , ( shirt , is , red ) , ( shirt , is , sleeveless )
2334154	3747525	white tent leaning against wall	( tent , lean , against , wall ) , ( tent , is , white )
2132	5035389	wooden night stand beside bed	( night , stand , beside , bed ) , ( night , is , wooden )
