image_id,region_id,caption,scene_graph
1592664,5388587,small tree next to a large one,"( tree , is , large ) , ( tree:1 , is , small ) , ( tree , next to , tree:1 )"
2393577,1064478,man is playing wii,"( man , v:play , wii )"
2358417,2743899,a blue and white parking sign on a metal pole .,"( pole , is , metal ) , ( sign , is , parking ) , ( sign , is , blue ) , ( sign , on , pole ) , ( sign , is , white )"
1159930,5327495,a person holding a green umbrella,"( umbrella , is , green ) , ( person , v:hold , umbrella )"
2324854,4345264,flags hanging on a post,"( flags , v:hang on , post )"
2380742,1481665,player is on the baseball field,"( player , on , baseball field )"
2410532,193498,plate is in table .,"( plate , in , table )"
2386667,1796199,black and blue flags sticking out on the snow,"( flags , is , 2 ) , ( flags , is , black ) , ( flags , is , blue ) , ( flags , v:stick out of , snow )"
2416767,4872785,2 identical boats are next to each other in the water,"( boat , next to , boat:1 ) , ( boat , in , water ) , ( boat:1 , in , water )"
2366521,2356900,windows in brick wall,"( wall , is , brick ) , ( windows , v:wind in , wall )"
2376040,1705162,white and gray seagull standing on a pole,"( seagull , v:stand on , pole ) , ( seagull , is , gray ) , ( seagull , is , white )"
2363093,2520186,trees are behind the hydrant .,"( trees , behind , hydrant )"
2364224,2465705,all the sand that is not covered by water,"( water , v:cover , sand )"
2411048,509727,passenger train window,"( train , is , passenger ) , ( window , on , train )"
2370606,2161377,a large clock on scaffolding,"( clock , is , large ) , ( clock , on , scaffolding )"
2351280,3084033,a snowboarder wearing gloves,"( snowboarder , v:wear , gloves )"
2361505,2596087,gilr brushing her teeth,"( girl , v:have , teeth ) , ( girl , is , brushing )"
2408542,289131,woman looking at cows from inside a car,"( woman , v:look at , cows ) , ( woman , inside , car )"
2415362,4805701,a bird perched on a branch,"( bird , v:perch on , branch )"
2351336,3081445,black wires coming out of hte ground,"( wires , v:come out of , ground ) , ( wires , is , black )"
2391631,1157539,two men sitting on bench,"( men , is , 2 ) , ( men , v:sit on , bench )"
2361688,2587410,a television playing on a desk,"( television , v:play on , desk )"
2337300,3951304,white towel hanging behind toilet,"( towel , v:hang behind , toilet ) , ( towel , is , white )"
2370231,2179503,the woman is on the skateboard,"( woman , on , skateboard )"
2760,5575836,fourth darkened square window on bottom of building,"( window , on bottom of , building ) , ( window , is , darkened ) , ( window , is , square )"
2349957,3147008,sign on a billboard,"( sign , on , billboard )"
2377020,1658250,a television on top of buffet table,"( television , on top of , buffet table )"
2375696,1721588,a man reaching for a tennis ball,"( man , v:reach towards , tennis ball )"
2359006,2715775,tree in front of store across the street,"( store , across , street ) , ( tree , in front of , store )"
2331472,4029284,white table next to wall,"( table , next to , wall ) , ( table , is , white )"
2367863,2292157,bed sitting in the room,"( bed , v:sit in , room )"
2390702,1202548,large blue kite in sky .,"( kite , in , sky ) , ( kite , is , large ) , ( kite , is , blue )"
2370688,2157557,two girls laying on a bed,"( girls , v:lay on , bed ) , ( girls , is , 2 )"
2348275,3227925,a building with many windows,"( building , v:have , windows )"
2360130,2661707,young man sitting on skateboard,"( man , v:sit on , skateboard ) , ( man , is , young )"
2409754,230766,currents for sliding door .,"( curtains , in front of , door ) , ( door , is , sliding )"
2402005,662405,wheels of a train,"( train , v:have , wheels )"
2410862,518770,a glass of wine is next to the plate of food,"( food , on , plate ) , ( wine , in , glass ) , ( glass , next to , plate )"
2320783,4742675,man walking up the stairs,"( man , v:walk up , stairs )"
2324941,4341191,sky with some clouds,"( sky , with , clouds )"
2407093,358280,silver fork laying on pizza,"( fork , is , silver ) , ( fork , v:lay on , pizza )"
2372653,2063799,a median filled with trees,"( median , pv:fill with , trees )"
2360503,2644275,white frame of chair cat is sitting in,"( cat , v:sit in , frame ) , ( chair , v:have , frame ) , ( frame , is , white )"
2364829,2437280,girl in pink outfit,"( outfit , is , pink ) , ( girl , in , outfit )"
2356507,2834290,wood bench seat next to door,"( bench , is , wooden ) , ( bench , next to , door )"
2334849,3713891,there are tires in the ocean .,"( tires , in , ocean )"
2412993,126026,gravel is on the ground next the tracks,"( gravel , on , ground ) , ( ground , next to , tracks )"
2342164,3518900,a hand holding the wrist of his arm,"( arm , v:have , wrist ) , ( hand , v:hold , wrist )"
2342364,3509322,the man wearing gloves,"( man , v:wear , gloves )"
2389070,1281004,the fridge on top of the blue one,"( fridge , is , blue ) , ( fridge , on top of , fridge )"
2376452,1685103,fence between giraffe and person,"( fence , between , person ) , ( fence , between , giraffe )"
2328144,4187877,fan on the ceiling,"( fan , on , ceiling )"
2336699,3626067,some bread in a case,"( bread , in , case )"
2355204,2897265,the silverware on the table,"( silverware , on , table )"
2402215,652091,the space between the two signs,"( space , between , signs ) , ( signs , is , 2 )"
2334009,5798601,the boy sitting on the grass,"( boy , v:sit on , grass )"
2352847,3009340,adult giraffe grazing on a tree,"( giraffe , is , adult ) , ( giraffe , v:graze on , tree )"
2332815,5817094,person with dark pants sitting beside a clear window,"( person , v:sit beside , window ) , ( pants , is , dark ) , ( window , is , clear ) , ( person , with , pants )"
2318458,4451693,donut with powdered sugar,"( donut , with , powdered sugar )"
2409846,226464,bare brown trees in background,"( trees , is , bare ) , ( trees , in , background ) , ( trees , is , brown )"
2078,5032713,door has a window,"( door , v:have , window )"
2354597,2926017,rusty metal bench sitting on top of grass,"( bench , v:sit on top of , grass ) , ( bench , is , rusty ) , ( bench , is , metal )"
2409360,249870,car parked on the side of the road,"( car , pv:park on side of , road )"
2407924,318501,a line of cars are waiting .,"( cars , is , waiting ) , ( cars , in , line )"
2380822,1477994,tray is on the table,"( tray , on , table )"
2375980,1707955,bushes before buildings,"( bushes , in front of , buildings )"
2397578,872032,a woman is wearing a blue jacket .,"( jacket , is , blue ) , ( woman , v:wear , jacket )"
2396138,941165,a station platform is beside the train .,"( station platform , beside , train )"
2349220,3182598,a trunk of a tree,"( tree , v:have , trunk )"
2340187,3813752,sign in bathroom on mirror,"( mirror , in , bathroom ) , ( sign , in , mirror )"
2396223,937152,the horizon line of sea and sky,"( horizon , in end of , sky ) , ( horizon , in end of , sea )"
2320056,4375050,a glass window in the center of the table,"( window , is , glass ) , ( window , v:in center of , table )"
2407091,358392,the grass that the baseball equipment is on,"( equipment , is , baseball ) , ( equipment , on , grass )"
2352588,3021564,a white pillow in bed,"( pillow , in , bed ) , ( pillow , is , white )"
2353559,2975258,two people are sitting down,"( people , is , 2 ) , ( people , is , sitting down )"
2351635,3067230,meat and ingredients inside a bread,"( ingredients , inside , bread ) , ( meat , inside , bread )"
4109,5616373,magazine sits on shelf,"( magazine , v:sit on , shelf )"
2411057,509246,a tree is on the sidewalk .,"( tree , on , sidewalk )"
2368617,2255907,bed is in corner of room,"( bed , in corner of , room )"
2354799,2916237,a man holding a water bottle,"( man , v:hold , water bottle )"
2325010,4337841,cheese coming off of the food,"( cheese , v:come from , food )"
3595,5108536,delta jet at jetway,"( jet , at , jetway ) , ( jet , is , delta )"
2406937,365660,horses grazing on grass,"( horses , v:graze on , grass )"
150413,5939355,the blue sky above the large building,"( sky , above , building ) , ( sky , is , blue ) , ( building , is , large )"
2391707,1153947,grey owl on tree branch,"( owl , is , grey ) , ( tree , v:have , branch ) , ( owl , on , branch )"
2391368,1170229,orange on a stack of oranges,"( oranges , under , orange )"
2315784,4782434,green towel sitting on cutting board,"( towel , is , green ) , ( towel , v:sit on , cutting board )"
2326547,4264827,eggs cooking in pan,"( eggs , in , pan )"
2357775,2774549,a row of motorcycles parked by the roadside,"( motorcycles , pv:park by , roadside )"
107909,14204,spoon on the table,"( spoon , on , table )"
2329778,4110507,baby sitting in the suitcase,"( baby , v:sit in , suitcase )"
2400901,712525,concrete wall to the left of a train .,"( wall , is , concrete ) , ( wall , at the left of , train )"
2406283,396915,a table with assorted food items,"( table , with , food items ) , ( food items , is , assorted )"
2361217,2609751,something hanging on the wall,"( something , v:hang on , wall )"
2344178,3422738,bus parked in the road,"( bus , pv:park in , road )"
2341393,3555827,brown dog standing in the water,"( dog , is , brown ) , ( dog , v:stand in , water )"
2368738,2250337,many birds flying in front a boat,"( birds , v:fly in front of , boat )"
2385656,1843843,a man looking at clothes,"( man , v:look at , clothes )"
2337050,3609409,the traffic is stopped at an intersection,"( traffic , pv:stop at , intersection )"
2376792,1668852,a toddler sits on a fence,"( toddler , v:sit on , fence )"
498129,5672525,woman has long brown hair,"( hair , is , long ) , ( hair , is , brown ) , ( woman , v:have , hair )"
2373730,2011948,the woman is riding a red bike,"( woman , v:ride , bike ) , ( bike , is , red )"
2398813,812358,crowd of people wearing blue shirts,"( people , v:wear , shirts ) , ( shirts , is , blue )"
2381359,1452564,box is on the table,"( box , on , table )"
2372055,2092713,a dog sitting on a boat,"( dog , v:sit on , boat )"
2325890,4296262,a large green tree,"( tree , is , green ) , ( tree , is , large )"
2339209,3859942,a guitar is leaning against the wall .,"( guitar , v:lean against , wall )"
2414151,70357,cat sleeping on bed .,"( cat , v:sleep on , bed )"
2338192,5741302,largest sheep lying on grass .,"( sheep , v:lay on , grass ) , ( sheep , is , largest )"
2350853,3104498,straw scattered on the grass,"( straw , pv:scatter on , grass )"
713556,5699846,two people walking in the street .,"( people , v:walk in , street ) , ( people , is , 2 )"
2393420,1071992,towels hanging on the door,"( towels , v:hang on , door )"
2350966,3099138,grass beneath the red sign,"( sign , is , red ) , ( grass , under , sign )"
2345513,3359741,both giraffes have brown spots,"( giraffes , is , 2 ) , ( spots , is , brown ) , ( giraffes , v:have , spots )"
2415578,4816047,metal pole with a sign on top,"( pole , is , metal ) , ( sign , on top of , pole )"
1592069,5358963,the pants of a man,"( man , v:have , pants )"
2336689,3626547,man and little girl flying a kite,"( girl , is , little ) , ( girl , v:fly , kite ) , ( man , v:fly , kite )"
2391098,1183329,a bus parked in a parking lot,"( bus , pv:park in , parking lot )"
20,6276,there is a telephone on the desk,"( telephone , on , desk )"
2326761,4254456,lady riding a bicycle,"( lady , v:ride , bicycle )"
2328895,5882022,white cow standing with other cows,"( cow , v:stand with , cows ) , ( cow , is , white )"
2400351,738906,the horse 's mane is black .,"( horse , v:have , mane ) , ( mane , is , black )"
2386670,1796102,thick ham pieces in bread,"( ham , in , bread ) , ( ham , is , pieces ) , ( ham , is , thick )"
2417854,4924415,horses marching on flat tan ground,"( ground , is , flat ) , ( ground , is , tan ) , ( horses , v:walk on , ground )"
2321293,4717914,the snowboarder is riding on a snowboard .,"( snowboarder , v:ride on , snowboard )"
2319533,4400056,the zebras are standing on the ground,"( zebras , v:stand on , ground )"
2361786,2582624,people sitting in a restaurant,"( people , v:sit in , restaurant )"
2413708,91634,the train has several passenger cars,"( train , v:have , passenger cars )"
2344665,3400076,they are walking across sand,"( people , v:walk across , sand )"
2315483,5465394,man and woman walking down rocks,"( woman , v:walk down , rocks ) , ( man , v:walk down , rocks )"
2316002,5452870,a train traveling on a bridge .,"( train , v:travel on , bridge )"
2365314,2414161,white lid of a toilet,"( toilet , v:have , lid ) , ( lid , is , white )"
2384145,1915677,the tree above the street sign .,"( tree , above , street sign )"
2356537,2833017,rack hanging on a bar .,"( rack , v:hang on , bar )"
2326620,4261322,fruits are in the boat,"( fruits , in , boat )"
4807,5169164,a spoon laying on a table,"( spoon , v:lay on , table )"
2391716,1153508,a family living room scene,( living room )
2328505,4170895,spectators wearing orange shirts,"( shirts , is , orange ) , ( spectators , v:wear , shirts )"
4980,5639490,a black light fixture attached to a building,"( light fixture , pv:attach to , building ) , ( light fixture , is , black )"
2373915,2002783,the girl is wearing shorts .,"( girl , v:wear , shorts )"
2347270,3275690,the seat has pillows,"( seat , v:have , pillows )"
2386476,1805240,glass bottle sitting on white plate,"( plate , is , white ) , ( bottle , is , glass ) , ( bottle , v:sit on , plate )"
2357764,2775085,glass on the windows .,"( glass , on , windows )"
2332042,4002255,an advertisement is on the side of the bus .,"( advertisement , on side of , bus )"
2341227,3563831,two people walking down a sidewalk,"( people , is , 2 ) , ( people , v:walk down , sidewalk )"
2363097,2519937,a road sign is attached to a post .,"( road sign , pv:attach to , post )"
2405506,434160,brown water rippling under poles,"( water , is , brown ) , ( water , is , rippling ) , ( water , under , poles )"
2345494,3360660,white railing on top of train,"( railing , is , white ) , ( railing , on top of , train )"
2404588,539041,door of bathroom is brown,"( door , is , brown ) , ( bathroom , v:have , door )"
2371638,2112401,team logo on dugout roof,"( team logo , on , dugout roof )"
2371714,2108792,a head of brown hair .,"( hair , is , brown ) , ( hair , on , head )"
2397303,885048,apple with eyes drawn on it,"( eyes , pv:draw on , apple )"
2348399,3221992,the brown mouth of a giraffe .,"( mouth , is , brown ) , ( giraffe , v:have , mouth )"
2353233,2990892,advertisement on side of baseball stands,"( advertisement , on side of , baseball stands )"
2351405,3078228,gray ladder on side of fire truck,"( ladder , is , gray ) , ( ladder , on side of , fire truck )"
2355463,2884675,table with lot of fruits .,"( table , with , fruits )"
2385160,1867259,grass beneath the zebras,"( grass , under , zebras )"
2354612,2925387,girl sitting on brown horse,"( horse , is , brown ) , ( girl , v:sit on , horse )"
2400935,710946,nose under sunglasses,"( nose , under , sunglasses )"
2360504,2644224,man with bag walking down the street,"( man , v:walk down , street ) , ( man , v:have , bag )"
2404828,527658,a person walking down the steps,"( person , v:walk down , steps )"
2395448,975307,green trees on the road side,"( trees , on , road side ) , ( trees , is , green )"
2336329,5767658,two elephants in the water,"( elephants , is , 2 ) , ( elephants , in , water )"
2383453,1948924,several orchids in white pots,"( orchids , in , pots ) , ( pots , is , white )"
1159277,6006242,black sign on white wall,"( sign , is , black ) , ( sign , on , wall ) , ( wall , is , white )"
2408315,300042,cake is white with red and green decoratiosn,"( decoration , is , green ) , ( cake , is , white ) , ( decoration , is , red ) , ( decoration , on top of , cake )"
2397316,884469,boys flying a kite on a beach,"( boys , on , beach ) , ( boys , v:fly , kite )"
2349736,3157662,graffiti covered skate park,"( graffiti , v:cover , skate park )"
2386637,1797609,a forest filled with trees .,"( forest , pv:fill with , trees )"
2348173,3232660,a person wearing a helmet,"( person , v:wear , helmet )"
2329003,4147267,a person is sitting on a bench,"( person , v:sit on , bench )"
2363842,2484097,gray car parked down hill on side of street .,"( car , pv:park down , hill ) , ( car , pv:park on side of , street ) , ( car , is , gray )"
2326767,4254128,the food is served on noodles,"( food , pv:serve on , noodles )"
2394194,1035107,the bird 's mouth is open,"( bird , v:have , mouth ) , ( mouth , is , open )"
2376183,1698268,a snow covered mountain range .,"( snow , v:cover , mountain range )"
497945,5220541,white cap on top of head .,"( cap , on , head ) , ( cap , is , white )"
2356097,2853944,white horn on top of train,"( horn , is , white ) , ( horn , on top of , train )"
2363206,2514727,vehicles are standing in the road .,"( vehicles , v:stand in , road )"
2337720,5748631,the men are standing in front of a fence,"( men , v:stand in front of , fence )"
2339303,3855452,a door of a building,"( building , v:have , door )"
2339551,3843669,flower painted on side of a trolley .,"( flower , pv:paint on side of , trolley )"
4677,5162671,sky around eiffel tower is mostly blue with a few clouds,"( sky , with , clouds ) , ( sky , is , blue ) , ( sky , around , eiffel tower )"
2378446,1590631,male in a grey t-shirt serving a tennis ball,"( male , v:serve , tennis ball ) , ( t-shirt , is , grey ) , ( male , v:wear , t-shirt )"
2375481,1731848,part of the bathroom sink .,"( sink , in , bathroom ) , ( sink , is , part )"
2368449,2264121,a hose attached to a fire hydrant,"( hose , pv:attach to , fire hydrant )"
2407542,336735,a plane preparing to land on water,"( plane , v:land on , water )"
2374644,1967620,a person riding a bike outside,"( person , is , outside ) , ( person , v:ride , bike )"
2317101,4517376,two people standing on the beach together,"( people:1 , v:stand on , beach ) , ( people , near , people:1 ) , ( people , v:stand on , beach )"
2361971,2573828,race car driver dressed in green and white suit and helmet,"( suit , is , white ) , ( helmet , is , white ) , ( driver , v:wear , suit ) , ( driver , v:wear , helmet ) , ( suit , is , green ) , ( driver , is , race car ) , ( helmet , is , green )"
2395015,996052,the ground has hay,"( ground , v:have , hay )"
2336780,5762032,many leaves on the trees,"( leaves , on , trees )"
2377981,1612822,a balcony is attached to the building .,"( balcony , pv:attach to , building )"
2349413,3173203,round table over looking the ocean,"( table , v:overlook , ocean ) , ( table , is , round )"
2357560,2784698,a man in a army green boat with goggles on his head to the left of everyone else.,"( man , v:have , head ) , ( boat , is , army ) , ( boat , is , green ) , ( goggles , on , head ) , ( man , in , boat ) , ( head , at the left of , people )"
2326839,4250659,baseball player dressed in white pants .,"( baseball player , v:wear , pants ) , ( pants , is , white )"
2368422,2265491,windows all boarded up,"( windows , is , boarded )"
2405533,432861,curve at the end of horse 's tail,"( horse , v:have , tail ) , ( curve , at , tail )"
2363483,2501416,windshield on train,"( windshield , on , train )"
2412816,134436,the donut coat is brown,"( donut , v:have , coat ) , ( coat , is , brown )"
2369988,2191138,the ground covered in snow,"( snow , v:cover , ground )"
2363400,2505337,athlete skiing in snow,"( athlete , v:ski in , snow )"
2344797,3393821,the grass area where the bench is located .,"( bench , inside , grass area )"
2340765,3585958,the man swinging the racquet,"( man , v:swing , racquet )"
1159546,5308331,blinds hanging in window,"( blinds , v:hang in , window )"
2411277,498640,person wearing a black coat,"( coat , is , black ) , ( person , v:wear , coat )"
2417218,4894244,brown stone building with black pointed towers,"( building , with , towers ) , ( towers , is , black ) , ( towers , is , pointed ) , ( building , is , stone ) , ( building , is , brown )"
